CERE2025 PROGRAM OVERVIEW,,,,,,s,,
Tuesday 15th July,,,,,,,,
19:00,Welcome Reception at Bastille salle Lesdiguières,,,,,,,
,,,,,,,,
Wednesday 16th July,,,,,,,,
8:30-09:30,Registration & poster set up (and coffee ;-),,,,,,,
09:30-9:45,Opening remarks,,,,,,,
9:45-10:45,Amphi 1: Keynote Speaker   ,,,,,,,
,Steven Heine,,,,,,,
13:15,619386 Mailliez Mélody - Appraisal of certainty's effect on information processing: Attempted replications of Tiedens and Linton (2011) findings.,Schreuder Marieke J. - Bouncing back from emotional ups and downs: Insights in emotional recovery using survival analyses of burst ESM data,Daches Shimrit - Successful Mood Repair in the Laboratory Predicts Successful Mood Repair in Daily Life,,,3,,
13:30,619235 Uusberg Andero - Don't miss the forest or the trees: A random forest exploration of appraisal shifts in reappraisal,Jacobsen Peer Ole - A Meaningful Measure for Affective Inertia in Continuous Affect Ratings,Pruessner Luise - Emotion Regulation Flexibility: From the Laboratory to Everyday Life,,,3,,
13:45,619119 Uusberg Helen - Appraisal Variability: A Window into the Workings of Reappraisal,"Versyp Otto - A meta-study of perceived versus actual partner behaviors, thoughts, and emotions in relation to mood",Tamm Gerly - Cognitive Foundations of Rumination in Everyday Life,,,3,,
14:00,604611 Gullotta Mathew- Good liars: Emotional intelligence in the ability to lie,Discussion,Cohen Noga - Training to Provide Emotional Support to Others as a Way to Enhance Resilience,,,2,,
14:15,Discussion,Discussion,Discussion,,,0,619185 Kaur Manmeet - Examining Emotion Recognition in ADHD: The Role of Dynamic and Static Faces,
14:35-15:35,Poster session (23 posters),,,,,,,
,Emotion Regulation 3 ― Specific Emotions ― Dimensions of Emotions/Arousal and Valence ― Emotions and Social Relations 2 ―  Emotions and Educational psychology,,,,,,,
15:35-16:05,Coffee break,,,,,,,
16:05-17:20,per speaker: 12min talk + 2min questions + 1min speaker change + 15min discussion,,,,Room:,,,
,Room: amphi 3,Room: amphi 4,Room: amphi 5,,,,,
,Interdisciplinary approaches to affective dynamics   Chair: Joulia Smourtchkova,Embodiment and Emotional Expression   Chair: Johnny Fontaine,613867 Symposium: Emotions in Interactions: How Emotions Shape and Are Shaped by Social Dynamics - Chair: Alissa Von Großmann and Julia Freitag,,,,,
16:05,619013 Smortchkova Joulia - A challenge to perceptualist theories of emotion mindreading in philosophy,618767 Amihai Liron - Facial expressions' activation and synchronization role in enjoyment and preferences during social interactions,"Nöring Vanessa - Emotion, Interaction, Connection: A New Paradigm for Studying Social Dynamics",,,3,,
16:20,606275 Rogez Laurie - From Emotion to Expression: Behavioral Patterns and State-of-the-Art Consistency,618420 Wainio-Theberge Soren - Physical sources of emotional somatosensation measured by the bodily maps of emotion paradigm,Grünjes Carlotta - Do Benefits of Social Interactions for Well-Being Differ Depending on Interaction Partner and Modality?,,,3,,
16:35,617902 Domenici Veronica - Changes in heart rate to aesthetic chills predict emotional complexity,620931 Jain Riya - Gesture-restriction: Embodied emotion view,Ngombe Nicola - Heart-to-Heart: Exploring Physiological Co-Regulation in Couples Across Distinct Emotional Contexts,,,3,,
16:50,619233 Molina Laurence - Current progress in capturing real time emotions induced by exposome on human,619098 Fontaine Johnny - Beyond bodily arousal,"Von Großmann Alissa - If I Ask, Will You Tell Me? Perspective Seeking and Social Sharing of Emotion",,,3,,
17:05,Discussion,Discussion,Freitag Julia A. - Reading Minds or Reading Patterns: Schema Use in Younger and Older Adults' Empathic Accuracy,,,1,,
17:30-18:00,Farewells,,,,,,,
,,,,,,,Total oral speakers,197
DAY 3 - 18.07.25 ,,,,,,,,
Poster groups’ presentations in the Galerie des amphis,,,,,,,,
14h35-15h35,,,,,,,,
,,,,,,,,
Emotion Regulation 3 - Chair: Elena Constantinou ,,,,,,,,
617975,Comparing the effectiveness of putatively adaptive and maladaptive emotion regulation strategies: An experience sampling study,,,"Rasskazova Mariia, Lyusin Dmitry",,1,,
619099,Validation of Affect Labeling as an implicit emotion regulation task in a Greek-speaking sample,,,"Constantinou Elena, Koursarou Sofia",,1,,
619250,Neuroticism and the neural basis of implicit cognitive reappraisal: an fMRI study,,,"Várkonyi Gergő, Rendes Réka, Deák Anita",,1,,
608141,Emotion Regulation Flexibility Through the Lens of Resting-State Functional Connectivity,,,"Ohad Tal, Madar Asaf, Tavor Ido, Sheppes Gal, Yeshurun Yaara",,1,,
617689,Dissociative reactions - on the transient inability to feel emotions,,,Daniels Judith ,,1,,
,,,,,,,,
Specific Emotions - Chair: Lisa Stempfer,,,,,,,,
603100,Boredom and Arousal: A Multilevel Meta-Analysis,,,"Stempfer Lisa, Stoll Sarah E. M., Fries Jonathan, Pekrun Reinhard, Goetz Thomas",,1,,
619207,Do we exhibit differential immune responses to different types of disgust?,,,"Mungur Ramandeep, Harris Lasana, Purcell Daniel, Ogbe Orezi",,1,,
615459,"How Honour Amplifies the Perceived Threat of Jealousy, and Controlling Behaviour",,,"Shaban Azad Hadi, Giner-Sorolla Roger, Pina Afroditi, Grigoropoulos Iraklis",,1,,
603772,Musical Emotion Transfer in Expert Listeners,,,"Varga Peter, Parkinson Brian",,1,,
,,,,,,,,
Dimensions of Emotions/Arousal and Valence - Chair: Francisca Horn ,,,,,,,,
607655,Dimensional and Categorical Emotional Ratings of Russian Nouns: The Database ENRuN-2,,,"Sysoeva Tatiana, Lyusin Dmitry",,1,,
610646,Four-dimensional neural space for moral emotions,,,"Chen Jinglu, Santavirta Severi, Putkinen Vesa, Boggio Paulo Sérgio, Nummenmaa Lauri",,1,,
611207,"Comparing your ""happy"" to my ""happy"": How to assess the affective space of an individuum",,,"Horn Francisca, Kreuzpointner Ludwig, Wüst Stefan, Schwarzbach Jens V., Kudielka Brigitte M.",,1,,
612026,Exploring Emotional Granularity through Freely Generated Mental and Bodily Labels: A Network Analytic Approach,,,"Telazzi Ilaria, Biassoni Federica, Ninivaggi Elisa, Viaggi Eleonora, Balzarotti Stefania",,1,,
618725,The Role of Categorization in Emotion Differentiation,,,"Suchkpva Ekaterina, Lyusin Dmitry",,1,,
619240,The Dimensionality of Positive Valence,,,"Brandolini Gabriel, Carter Olivia, Koval Peter",,1,,
618479,A scoping review on positive emotions in autism,,,"Moreno Laura, Manfredi Mirella, Di Poi Giona, Gruber June, Mcpartland James C., Samson Andrea",,1,,
,,,,,,,,
Emotions and Social Relations 2 - Chair: Teerawat Monnor ,,,,,,,,
618990,Attachment dimensions predict how and why people regulate their partner's emotions: A daily diary dyadic study,,,"Maccann Carolyn, Wu Bernice",,1,,
619177,From Appraisals to Action: The Influence of Compassion and Distress on Prosocial Behavior,,,"Garrido-Macías Marta, Valor Segura Inmaculada, María Teresa Guzmán",,1,,
619267,Investigating the interplay of self- and other-oriented benefits in motivational and experiential component of prosocial behavior,,,"Monnor Teerawat, Preuschoff Kerstin, Ugazio Giuseppe",,1,,
613366,DiffuseFace: a database of AI-generated face portraits to enrich diversity in emotion research.,,,Firmani Alessia,,1,,
,,,,,,,,
Emotions and educational psychology - Chair: Peter Musaeus ,,,,,,,,
618992,Moral Emotions vs. Bildung: Navigating Professional Formation in Academic Teaching and Learning,,,Musaeus Peter,,1,,
618750,CambiaColore: a movement-based technology for socio-emotional learning in the classroom,,,Ceccaldi Eleonora,,1,,
609442,Prosodic Emotion Recognition is Associated with Musical Abilities in Children,,,"Fasano Maria Celeste, Nuti Gianni, Monaci Mariagrazia, Filippa Manuela",,1,,
,,,,,,,,
,,,,,,220,TOTAL POSTERS,
,,,,,CHAIR/DISCUTANT,2,Total oral speakers,
,,,,,TOTAL,222,,
